id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
361,The Defence Organisation: Defense Forces,367,NULL,-1.2,NULL,1.76,https://assets.gov.ie/243871/ecbf2ec4-25ab-470f-83a2-e074b1d8dbe1.pdf,2022,-39.57,-73.17,NULL,NULL,NULL,NULL,NULL,NULL,8.12,91.88,6.79,93.21,5.51,94.49,8.15,91.85,7.1,92.9,NULL
362,"Department of Children, Equality, Disability, Integration and Youth",368,NULL,-3.63,NULL,-19.23,https://www.gov.ie/pdf/?file=https://assets.gov.ie/243742/b80b748d-47ef-4895-98c2-b3de962c86c9.pdf#page=null,2022,-89.1,-34.86,2.25,0,NULL,NULL,NULL,NULL,52.48,47.52,51.43,48.57,61.43,38.57,58.16,41.84,55.87,44.13,NULL
363,The Environmental Protection Agency,369,NULL,11.3,NULL,9.1,https://www.epa.ie/publications/corporate/careers/EPA-Gender-Pay-Gap-Report-2022.pdf,2022,2.5,2.3,42.7,49.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,40,NULL
364,The Irish Times,370,-18.64,14.47,0,20.39,https://irishtimes-pdfs.s3.eu-west-1.amazonaws.com/Gender+Pay+Gap+Reports/Gender+Pay+Gap+Report+_Dec_20_2022.pdf,2022,-42.47,-53.28,36.69,12.82,74.6,86.2,5.48,4.9,43,57,32,68,32,68,22,78,35,65,NULL
365,The Revenue Commissioners,371,NULL,4.9,NULL,-0.1,https://www.revenue.ie/en/corporate/statutory-obligations/gender-pay-gap/documents/2022.pdf,2022,2.1,-2,NULL,NULL,NULL,NULL,NULL,NULL,38,62,38,62,31,69,45,55,62,38,NULL
366,TikTok,372,-3.4,5,-0.7,1.4,https://newsroom.tiktok.com/en-ie/gpg-study-2022,2022,NULL,NULL,6.1,6.1,87.3,87.7,100,100,51.3,48.7,50.1,49.9,46.2,53.8,49.8,50.2,NULL,NULL,NULL
367,Tipperary County Council,373,NULL,0.08,NULL,-5.36,https://www.tipperarycoco.ie/sites/default/files/2022-12/Gender%20Pay%20Gap%20Report%202022.pdf,2022,-4.49,0.91,3.48,-6.13,NULL,NULL,0,0.12,38.49,61.51,28.62,71.38,34.49,65.61,41.51,58.49,39,61,NULL
368,Tirlán (formerly Glanbia Ireland),374,24.6,18.5,-30.5,15.7,https://www.tirlan.com/sites/default/files/2022-12/Gender%20Pay%20Gap%20report.pdf,2022,-71.2,-100.4,18.7,21,48,59,9,13,34,66,26,74,21,79,21,79,25,75,NULL
369,TJX Ireland,375,11.2,3.7,-25.3,-0.6,https://www.tjx.com/docs/default-source/corporate-responsibility/tjx-ireland-gender-pay-gap-statement.pdf?sfvrsn=7b51bed5_1,2022,-3.1,-1.7,-5.7,-5.7,92,92,5,8,70,30,78,22,77,23,76,24,NULL,NULL,NULL
370,Top Oil,376,49,25.4,58.4,37.3,https://www.top.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-Final.pdf,2022,-7.9,-0.6,-34.1,-32.3,32.4,56,100,100,61,39,63.7,36.3,59.3,40.7,25.9,74.1,47.5,52.5,NULL
371,Transport Infrastructure Ireland (TII),377,NULL,16.26,NULL,16.36,https://www.tii.ie/tii-library/reports-accounts/tii-gender-pay-gap/TII-Gender-Pay-Gap-Report-2022-FINAL.pdf,2022,NULL,NULL,6.59,-0.13,NULL,NULL,0,0.55,52,48,37,63,34,66,20,80,NULL,NULL,NULL
372,Trend Micro,378,4.2,9.4,-16.8,6.2,https://web.archive.org/web/20230207144834/https://www.trendmicro.com/en_ie/about/trust-center/company/ie-gender-gap.html,2022,NULL,NULL,-17.4,-37.5,84.2,80.2,84.2,84.6,52.2,47.8,42,58,37.7,62.3,33.3,66.7,41.3,58.7,NULL
373,Trinity College Dublin,379,NULL,11,NULL,11,https://www.tcd.ie/hr/gender-pay-gap/tcd-gender-pay-gap-report-2022.pdf,2022,15,22,7,9,NULL,NULL,0.38,0.81,64,36,58,42,56,44,48,52,NULL,NULL,NULL
374,Tusla Child and Family Agency,380,NULL,5,NULL,4,https://www.tusla.ie/uploads/content/Gender_Pay_Gap_Report_2022.pdf,2022,-1,-1,-8,-7,NULL,NULL,NULL,NULL,85,15,83,17,83,17,79,21,83,17,NULL
375,Twitter Ireland,381,31.3,18.4,44.9,19.2,https://web.archive.org/web/20221229214050/https://s22.q4cdn.com/826641620/files/doc_downloads/governance/2022/12/Irish-Gender-Pay-Gap-Report-2022.pdf,2022,NULL,NULL,7.4,10.8,84.4,83.9,NULL,NULL,60.8,39.2,64.6,35.4,50,50,44.3,55.7,55,45,NULL
376,Uniphar: Hickey's Pharmacy Group Limited,382,25.4,37,0,55.7,https://www.uniphar.ie/staticMedia/2yxf0fzj/hickey-s-pharmacy-group-company-gender-pay-gap-report-2022.pdf,2022,11,3.2,33.3,33.4,63,66,3.1,2.9,92.8,7.2,95.1,4.9,91.5,8.5,78.3,21.7,89,11,NULL
377,Uniphar: Medtech (formerly SISK Healthcare),383,35.4,25.9,26.2,28.4,https://www.uniphar.ie/staticMedia/kluhiorl/sisk-healthcare-unlimited-company-gender-pay-gap-report-2022.pdf,2022,-53.9,-43.5,-36.9,-12.2,83,92,72.4,85.4,52.2,47.8,54.4,45.6,36.8,63.2,36.2,63.8,45,55,NULL
378,Uniphar: Uniphar Wholesale Limited,384,42.7,14.3,7.1,-1.1,https://www.uniphar.ie/staticMedia/pwrplfyh/uniphar-wholesale-limited-gender-pay-gap-report-2022.pdf,2022,0,0,9.1,1.5,82,80,24.1,24.1,61.7,38.3,50.7,49.3,65.7,34.3,48.9,51.1,57,43,NULL
379,University College Cork (UCC),385,NULL,16.06,NULL,17.37,https://www.ucc.ie/en/media/aboutucc/presidentx27soffice/documents/UniversityCollegeCorkGenderPayGapReport2022.pdf,2022,14.61,-3.43,10.03,0,NULL,NULL,NULL,NULL,62.47,37.53,63.76,36.24,55.59,44.41,44,56,56.5,43.5,NULL
380,University College Dublin (UCD),386,NULL,7.71,NULL,7.66,https://www.ucd.ie/equality/t4media/UCD%20Gender%20Pay%20Gap%20Report%20%20%20(1).pdf,2022,4.15,-4.15,2.76,2.53,NULL,NULL,0.08,0.34,60.91,39.09,59.22,40.78,56.25,43.75,51.76,48.24,NULL,NULL,NULL
381,University of Limerick,387,NULL,5,NULL,10,https://www.ul.ie/media/29827/download?inline,2022,2,4,5,4,NULL,NULL,NULL,NULL,60,40,59,41,56,44,48,52,NULL,NULL,NULL
382,Utmost International Ireland,388,23,19,10,12,https://web.archive.org/web/20231031064322/https://utmostinternational.com/wp-content/uploads/2022/12/Utmost-International-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022,29,35,19,-2,89,83,74,66,50,50,69,31,57,43,43,57,54.8,45.2,NULL
383,Valeo Foods,389,54.6,11.43,33.12,-1.55,https://valeofoods.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Narrative-FINAL.pdf,2022,29.29,9.24,NULL,NULL,76.43,68.07,8.57,27.71,24.58,75.42,33.05,66.95,28.81,71.19,32.2,67.8,29,71,NULL
384,Veolia,390,8.68,16.36,12.65,20,https://www.veolia.ie/sites/g/files/dvc2576/files/document/2022/12/2022%20Gender%20and%20Pay%20gap%20report.pdf,2022,NULL,NULL,22.74,33.97,72.28,57.84,85.15,86.31,32.61,67.39,18.12,81.88,11.15,88.49,10.79,89.21,18.23,81.77,NULL
385,Version 1,391,62.1,32.63,6.8,30.57,https://www.version1.com/wp-content/uploads/2022/11/Gender-Pay-Gap-Report-Ireland-2022.pdf,2022,42.24,38.46,27.95,27.44,74,82,74,81,43.4,56.6,34.6,65.4,27.1,72.9,27.1,72.9,33.1,66.9,NULL
386,VHI,392,31,21,18,19,https://www.vhi.ie/downloads/vhi-gender-pay-gap-report-2022.pdf,2022,51,50,36,-10,88,88,93,93,69,31,80,20,71,29,48,52,67,33,NULL
387,VMware,393,8,8.4,16.3,14,https://web.archive.org/web/20231027123739/https://www.vmware.com/se/company/diversity/2022-gender-pay-gap-analysis-in-ireland.html,2022,-35.7,-25.6,17.2,0,94,92,92,91,48,52,41,59,30,70,32,68,NULL,NULL,NULL
388,Vodafone (all legal entities),394,9.75,6.05,15.42,16.05,https://n.vodafone.ie/content/dam/gowingmyself/pdfs/ireland-vodafone-gender-pay-gap-report-2022.pdf,2022,-14.96,-5.8,9.89,38.21,91,93,93,95,42,58,41,59,32,68,28,72,NULL,NULL,NULL
389,Waterford City & County Council,395,NULL,4.04,NULL,-1.6,https://waterfordcouncil.ie/media/plans_strategies/gpg/Gender%20Pay%20Gap%20Report%202022.pdf,2022,-6.36,-5.77,-1.87,-9.39,NULL,NULL,0.32,1.65,40.41,59.59,22.76,77.24,31.15,68.85,34.15,65.85,32,68,NULL
390,Westmeath County Council,396,NULL,1.28,NULL,-5.35,https://www.westmeathcoco.ie/en/media/WCCGenderPayGapReport2022.pdf,2022,-3.29,-2.79,0.93,-3.12,NULL,NULL,0,0,32.86,67.14,35.71,64.29,43.57,56.43,38.57,61.43,38,62,NULL
391,Wexford County Council,397,NULL,-0.41,NULL,4.24,https://www.wexfordcoco.ie/news/2022/12/19/gender-pay-gap--press-release-0,2022,4.6,5.86,21.25,18.54,NULL,NULL,NULL,NULL,44.68,55.32,24.05,75.95,40.95,59.05,45.53,54.57,NULL,NULL,NULL
392,Wicklow County Council,398,NULL,-1.88,NULL,-4.62,https://www.wicklow.ie/Portals/0/adam/Documents/UmfUG-Z2C0GU23lJyQo5Iw/Link/Wicklow%20County%20Council%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,-4.63,-2.88,5.26,1.18,NULL,NULL,0.59,1.68,53.69,46.31,22.22,77.78,40.87,59.13,48.77,51.23,42,58,NULL
393,William Fry (excluding partners),399,5.4,-0.3,30,-10.6,https://www.williamfry.com/docs/default-source/reports/wf_gender_pay_gap_report_2022.pdf?sfvrsn=c6abee5f_0,2022,-15.7,-1.9,-13.5,-0.6,87.7,80.8,81.8,73.3,64,36,72,28,72,28,68,32,70,30,NULL
394,Windsor Motor Group,400,36,5,49,1,https://web.archive.org/web/20240112145005/https://nd-mediagallery2-public-production.s3.amazonaws.com/98804b6cf5f4b432cc47bc388895150c/windsor_gender_pay_report_2022.pdf,2022,17,15,NULL,NULL,77,88,33,28,13,87,20,80,19,81,11,89,16,84,NULL
395,Workday,401,29.9,20,39.4,20.3,https://www.workday.com/en-gb/legal/ireland-gender-pay-gap-report.html,2022,NULL,NULL,NULL,NULL,79.7,84,91.5,94,43,57,29,71,31,69,14,86,NULL,NULL,NULL
396,Workhuman,402,45,30,20,32,https://www.workhuman.com/gender-pay-gap-report/dublin-2022/,2022,-9,-12,-13,-14,100,100,84,92,66,34,59,41,35,65,24,76,53,47,NULL
397,WTW (all legal entities),403,65.3,38.3,51.6,21.5,https://web.archive.org/web/20230519094734/https://www.wtwco.com/-/media/wtw/notices/2022-gender-pay-gap-report-for-ireland.pdf?modified=20221220213516,2022,61.8,68.1,4.2,-74.2,87.2,84.1,38.1,47.3,60.3,39.7,51.4,48.6,50,50,27.1,72.9,NULL,NULL,NULL
398,WuXi Biologics,404,6,8,8,18,https://www.wuxibiologics.com/wp-content/uploads/WuXi-Biologics_Gender-Pay-Gap-Report_December-2022.pdf,2022,NULL,NULL,NULL,NULL,100,100,81,77,47,53,53,47,28,72,33,67,40,60,NULL
399,Zoetis Belgium S.A. (Irish Branch) ,406,13.9,22,18.3,20.5,https://www2.zoetis.ie/content/_assets/PDFs/Zoetis-Irish-Branch-Gender-Pay-Gap-Report-2022.pdf,2022,NULL,NULL,NULL,NULL,65.4,78.1,86.5,89.3,50,50,34.1,65.9,33,67,28.3,71.7,36,64,NULL
400,Zurich (3 legal entities),407,63,32,31,26,https://web.archive.org/web/20230403162934/https://www.zurich.ie/-/media/project/zurichie/zurichmainsite/files/gender-pay-gap-report/7503_gender-pay-report_zl-lob-7503-1222.pdf?la=en&hash=31D4844375BAB94C60ADFD2E4E897B29523351EB,2022,30,34,-20,-14,88,88,90,91,56,44,56,44,44,56,33,67,48,52,NULL
401,Zendesk,405,31.4,19,24.7,16.5,https://web.archive.org/web/20230315120432/https://web-assets.zendesk.com/pdf/Ireland_GPG_Report.pdf,2022,NULL,NULL,1.5,0,77.5,79,89,91.1,47.4,52.6,42.8,57.2,30.9,69.1,28.3,71.7,NULL,NULL,NULL
402,BMS (BMS Ireland),64,24.6,19.9,14.3,15.5,https://www.bms.com/assets/bms/gb/en_gb/images/BMS_Ireland%20Gender_Pay_Gap_Report_A4_v1.0_APPROVED.pdf,2022,NULL,NULL,6.6,29.8,91.7,92.3,92.4,93.5,63.8,36.2,53.4,46.6,45.1,54.9,35.9,64.1,NULL,NULL,NULL
403,BMS (Swords Laboratories Ireland),65,24.6,20.4,12.9,15.1,https://www.bms.com/assets/bms/gb/en_gb/images/BMS_Ireland%20Gender_Pay_Gap_Report_A4_v1.0_APPROVED.pdf,2022,NULL,NULL,6.6,29.8,91.6,92.1,92.1,93.3,63.3,36.7,54.3,45.7,44.2,55.8,35.4,64.6,NULL,NULL,NULL
404,"Department of Housing, Local Government and Heritage",125,NULL,6.3,NULL,7.01,https://www.gov.ie/pdf/?file=https://assets.gov.ie/245595/935acd53-4853-4f98-9036-4e62cf5ec772.pdf#page=null,2022,1.05,3.73,0.26,1.86,NULL,NULL,NULL,NULL,50.92,49.08,54.03,45.97,45.62,54.38,43.12,56.88,51.5,48.5,NULL
405,Department of Foreign Affairs,123,NULL,13.87,NULL,8.24,https://www.dfa.ie/media/dfa/aboutus/ourcommitments/Gender-Pay-Gap---2022-report.pdf,2022,NULL,NULL,3.8,8.24,NULL,NULL,NULL,NULL,59.45,40.55,61.13,38.87,62.18,37.82,44.44,55.56,56,44,NULL
406,"Dublin and Dun Laoghaire Education
and Training Board",140,NULL,8.39,NULL,2.7,https://www.ddletb.ie/wp-content/uploads/2023/01/DDL-ETB-Gender-pay-gap-statement-2022-English-Version.pdf,2022,25.69,31.26,NULL,NULL,NULL,NULL,NULL,NULL,48.67,51.33,49.16,50.84,51.31,48.69,51.44,48.56,70.02,29.98,NULL
407,McCann Fitzgerald (excluding partners),273,39.7,8.7,6.9,3,https://www.mccannfitzgerald.com/uploads/McCann_FitzGerald_LLP_-_Gender_Pay_Gap_Report.pdf,2022,-130.2,-81.4,-0.3,-0.7,87,84,87,82,60,40,71,29,71,29,57,43,NULL,NULL,NULL
408,TCS (Tata Consulting Services),359,-2.42,5.59,5.59,6.97,https://web.archive.org/web/20230514230457/https://www.tcs.com/who-we-are/worldwide/uk/tcs-ireland-gender-pay-gap-report,2022,1.64,1.76,-12.47,-22.97,90.46,93.11,80.35,79.66,42,58,33,67,33,67,30,70,35,65,NULL
409,JLL Ireland,236,22.1,11.5,19.2,16.4,https://www.jll.ie/content/dam/jll-com/documents/pdf/other/emea/ireland/jll-ie-gender-pay-gap-report-2022-final.pdf,2022,NULL,NULL,NULL,NULL,73.7,71.1,56.6,55.3,37.3,62.7,33.3,66.7,19.7,80.3,23.9,76.1,0,0,NULL
410,SAP: Business Objects Software Limited,337,32.5,20.5,35.9,21.8,https://www.sap.com/uk/documents/2023/12/bc9d8ff4-9d7e-0010-bca6-c68f7e60039b.html,2023,33.1,33.1,-2.7,-6.1,93,94,78,84,42.3,57.7,44.3,55.7,25.8,74.2,23.7,76.3,NULL,NULL,NULL
